,Age,Gender,Education Level,Job Title,Years of Experience,Salary,Race,Department,Education Level Updated
5181,39.0,Female,Master's Degree,Marketing Manager,12.0,150000.0,Asian,Sales & Marketing,Master's Degree
5182,28.0,Male,Bachelor's Degree,Financial Analyst,4.0,80000.0,Hispanic,Finance,Bachelor's Degree
5183,31.0,Female,PhD,Research Scientist,8.0,120000.0,Hispanic,Research & Strategy,PhD
5184,35.0,Male,Bachelor's Degree,Project Manager,10.0,130000.0,African American,Product & Project Management,Bachelor's Degree
5185,27.0,Female,Bachelor's Degree,Graphic Designer,2.0,50000.0,White,Other,Bachelor's Degree
5186,42.0,Male,Master's Degree,Senior Software Engineer,18.0,180000.0,White,Technology,Master's Degree
5187,29.0,Female,Bachelor's Degree,Digital Marketing Specialist,3.0,60000.0,African American,Technology,Bachelor's Degree
5188,33.0,Male,Bachelor's Degree,Marketing Manager,7.0,110000.0,Other,Sales & Marketing,Bachelor's Degree
5189,24.0,Female,High School,Sales Associate,0.0,25000.0,White,Sales & Marketing,High School
5190,30.0,Male,Master's Degree,Financial Analyst,6.0,100000.0,Asian,Finance,Master's Degree
5191,26.0,Female,Bachelor's Degree,Social Media Manager,3.0,55000.0,White,Sales & Marketing,Bachelor's Degree
5192,32.0,Male,PhD,Data Scientist,9.0,140000.0,African American,Technology,PhD
5193,22.0,Female,High School,Receptionist,0.0,25000.0,White,Administration,High School
5194,37.0,Male,Bachelor's Degree,Product Manager,12.0,150000.0,Asian,Product & Project Management,Bachelor's Degree
5195,38.0,Female,Master's Degree,Marketing Director,14.0,170000.0,African American,Sales & Marketing,Master's Degree
5196,25.0,Male,Bachelor's Degree,Junior Software Engineer,1.0,55000.0,Other,Technology,Bachelor's Degree
5197,29.0,Female,Bachelor's Degree,Marketing Coordinator,4.0,65000.0,White,Sales & Marketing,Bachelor's Degree
5198,27.0,Male,Bachelor's Degree,Product Designer,3.0,60000.0,Other,Product & Project Management,Bachelor's Degree
5199,34.0,Female,PhD,Research Director,10.0,150000.0,Hispanic,Research & Strategy,PhD
5200,26.0,Male,Bachelor's Degree,Marketing Analyst,2.0,50000.0,African American,Sales & Marketing,Bachelor's Degree
5201,31.0,Female,Master's Degree,Financial Manager,7.0,120000.0,Other,Finance,Master's Degree
5202,25.0,Male,Bachelor's Degree,Junior Software Engineer,1.0,55000.0,Hispanic,Technology,Bachelor's Degree
5203,29.0,Female,Bachelor's Degree,Marketing Coordinator,4.0,65000.0,Other,Sales & Marketing,Bachelor's Degree
5204,27.0,Male,Bachelor's Degree,Product Designer,3.0,60000.0,African American,Product & Project Management,Bachelor's Degree
5205,34.0,Female,PhD,Research Director,10.0,150000.0,African American,Research & Strategy,PhD
5206,26.0,Male,Bachelor's Degree,Marketing Analyst,2.0,50000.0,Asian,Sales & Marketing,Bachelor's Degree
5207,31.0,Female,Master's Degree,Financial Manager,7.0,120000.0,African American,Finance,Master's Degree
5208,23.0,Male,Bachelor's Degree,Software Engineer,1.0,60000.0,Asian,Technology,Bachelor's Degree
5209,39.0,Female,Master's Degree,Marketing Manager,12.0,150000.0,Hispanic,Sales & Marketing,Master's Degree
5210,28.0,Male,Bachelor's Degree,Financial Analyst,4.0,80000.0,African American,Finance,Bachelor's Degree
5211,31.0,Female,PhD,Research Scientist,8.0,120000.0,African American,Research & Strategy,PhD
5212,35.0,Male,Bachelor's Degree,Project Manager,10.0,130000.0,Other,Product & Project Management,Bachelor's Degree
5213,27.0,Female,Bachelor's Degree,Graphic Designer,2.0,50000.0,African American,Other,Bachelor's Degree
5214,42.0,Male,Master's Degree,Senior Software Engineer,18.0,180000.0,Hispanic,Technology,Master's Degree
5215,29.0,Female,Bachelor's Degree,Digital Marketing Specialist,3.0,60000.0,African American,Technology,Bachelor's Degree
5216,33.0,Male,Bachelor's Degree,Marketing Manager,7.0,110000.0,White,Sales & Marketing,Bachelor's Degree
5217,24.0,Female,High School,Sales Associate,0.0,25000.0,Hispanic,Sales & Marketing,High School
5218,30.0,Male,Master's Degree,Financial Analyst,6.0,100000.0,African American,Finance,Master's Degree
5219,26.0,Female,Bachelor's Degree,Social Media Manager,3.0,55000.0,African American,Sales & Marketing,Bachelor's Degree
5220,32.0,Male,PhD,Data Scientist,9.0,140000.0,Other,Technology,PhD
5221,22.0,Female,High School,Receptionist,0.0,25000.0,Other,Administration,High School
5222,37.0,Male,Bachelor's Degree,Product Manager,12.0,150000.0,African American,Product & Project Management,Bachelor's Degree
5223,38.0,Female,Master's Degree,Marketing Director,14.0,170000.0,White,Sales & Marketing,Master's Degree
5224,25.0,Male,Bachelor's Degree,Junior Software Engineer,1.0,55000.0,Hispanic,Technology,Bachelor's Degree
5225,29.0,Female,Bachelor's Degree,Marketing Coordinator,4.0,65000.0,Asian,Sales & Marketing,Bachelor's Degree
5226,27.0,Male,Bachelor's Degree,Product Designer,3.0,60000.0,Hispanic,Product & Project Management,Bachelor's Degree
5227,34.0,Female,PhD,Research Director,10.0,150000.0,Asian,Research & Strategy,PhD
5228,26.0,Male,Bachelor's Degree,Marketing Analyst,2.0,50000.0,White,Sales & Marketing,Bachelor's Degree
5229,31.0,Female,Master's Degree,Financial Manager,7.0,120000.0,Hispanic,Finance,Master's Degree
5230,25.0,Male,Bachelor's Degree,Junior Software Engineer,1.0,55000.0,Hispanic,Technology,Bachelor's Degree
5231,29.0,Female,Bachelor's Degree,Marketing Coordinator,4.0,65000.0,Asian,Sales & Marketing,Bachelor's Degree
5232,27.0,Male,Bachelor's Degree,Product Designer,3.0,60000.0,White,Product & Project Management,Bachelor's Degree
5233,34.0,Female,PhD,Research Director,10.0,150000.0,Other,Research & Strategy,PhD
5234,26.0,Male,Bachelor's Degree,Marketing Analyst,2.0,50000.0,African American,Sales & Marketing,Bachelor's Degree
5235,31.0,Female,Master's Degree,Financial Manager,7.0,120000.0,White,Finance,Master's Degree
5236,23.0,Male,Bachelor's Degree,Software Engineer,1.0,60000.0,Other,Technology,Bachelor's Degree
5237,39.0,Female,Master's Degree,Marketing Manager,12.0,150000.0,White,Sales & Marketing,Master's Degree
5238,28.0,Male,Bachelor's Degree,Financial Analyst,4.0,80000.0,White,Finance,Bachelor's Degree
5239,31.0,Female,PhD,Research Scientist,8.0,120000.0,Other,Research & Strategy,PhD
5240,35.0,Male,Bachelor's Degree,Project Manager,10.0,130000.0,African American,Product & Project Management,Bachelor's Degree
5241,27.0,Female,Bachelor's Degree,Graphic Designer,2.0,50000.0,Hispanic,Other,Bachelor's Degree
5242,42.0,Male,Master's Degree,Senior Software Engineer,18.0,180000.0,White,Technology,Master's Degree
5243,29.0,Female,Bachelor's Degree,Digital Marketing Specialist,3.0,60000.0,African American,Technology,Bachelor's Degree
5244,33.0,Male,Bachelor's Degree,Marketing Manager,7.0,110000.0,Hispanic,Sales & Marketing,Bachelor's Degree
5245,24.0,Female,High School,Sales Associate,0.0,25000.0,Hispanic,Sales & Marketing,High School
5246,30.0,Male,Master's Degree,Financial Analyst,6.0,100000.0,Other,Finance,Master's Degree
5247,26.0,Female,Bachelor's Degree,Social M,,,African American,Other,Bachelor's Degree
5248,28.0,Male,Bachelor's Degree,Software Engineer,3.0,85000.0,White,Technology,Bachelor's Degree
5249,36.0,Female,Master's Degree,Marketing Director,11.0,160000.0,Asian,Sales & Marketing,Master's Degree
5250,25.0,Male,Bachelor's Degree,Financial Analyst,1.0,55000.0,Other,Finance,Bachelor's Degree
5251,29.0,Female,PhD,Data Scientist,5.0,100000.0,Asian,Technology,PhD
5252,33.0,Male,Bachelor's Degree,Project Manager,8.0,120000.0,Hispanic,Product & Project Management,Bachelor's Degree
5253,27.0,Female,Bachelor's Degree,Graphic Designer,2.0,50000.0,African American,Other,Bachelor's Degree
5254,43.0,Male,Master's Degree,Senior Software Engineer,19.0,185000.0,African American,Technology,Master's Degree
5255,30.0,Female,Bachelor's Degree,Digital Marketing Specialist,4.0,65000.0,African American,Technology,Bachelor's Degree
5256,34.0,Male,Bachelor's Degree,Marketing Manager,9.0,130000.0,African American,Sales & Marketing,Bachelor's Degree
5257,25.0,Female,High School,Sales Associate,0.0,25000.0,Hispanic,Sales & Marketing,High School
5258,31.0,Male,Master's Degree,Financial Analyst,6.0,100000.0,White,Finance,Master's Degree
5259,27.0,Female,Bachelor's Degree,Social Media Manager,3.0,55000.0,White,Sales & Marketing,Bachelor's Degree
5260,33.0,Male,PhD,Research Scientist,10.0,150000.0,Hispanic,Research & Strategy,PhD
5261,23.0,Female,High School,Receptionist,0.0,25000.0,White,Administration,High School
5262,38.0,Male,Bachelor's Degree,Product Manager,13.0,160000.0,White,Product & Project Management,Bachelor's Degree
5263,39.0,Female,Master's Degree,Marketing Manager,14.0,170000.0,White,Sales & Marketing,Master's Degree
5264,26.0,Male,Bachelor's Degree,Junior Software Engineer,1.0,55000.0,Asian,Technology,Bachelor's Degree
5265,30.0,Female,Bachelor's Degree,Marketing Coordinator,4.0,65000.0,Asian,Sales & Marketing,Bachelor's Degree
5266,28.0,Male,Bachelor's Degree,Product Designer,3.0,60000.0,African American,Product & Project Management,Bachelor's Degree
5267,35.0,Female,PhD,Research Director,11.0,160000.0,Asian,Research & Strategy,PhD
5268,27.0,Male,Bachelor's Degree,Marketing Analyst,2.0,50000.0,White,Sales & Marketing,Bachelor's Degree
5269,32.0,Female,Master's Degree,Financial Manager,8.0,120000.0,Other,Finance,Master's Degree
5270,26.0,Male,Bachelor's Degree,Junior Software Engineer,1.0,55000.0,Hispanic,Technology,Bachelor's Degree
5271,30.0,Female,Bachelor's Degree,Marketing Coordinator,4.0,65000.0,African American,Sales & Marketing,Bachelor's Degree
5272,28.0,Male,Bachelor's Degree,Product Designer,3.0,60000.0,Asian,Product & Project Management,Bachelor's Degree
5273,35.0,Female,PhD,Research Director,11.0,160000.0,Hispanic,Research & Strategy,PhD
5274,27.0,Male,Bachelor's Degree,Marketing Analyst,2.0,50000.0,African American,Sales & Marketing,Bachelor's Degree
5275,32.0,Female,Master's Degree,Financial Manager,8.0,120000.0,Other,Finance,Master's Degree
5276,28.0,Male,Bachelor's Degree,Software Engineer,3.0,85000.0,Other,Technology,Bachelor's Degree
5277,36.0,Female,Master's Degree,Marketing Director,11.0,160000.0,Asian,Sales & Marketing,Master's Degree
5278,25.0,Male,Bachelor's Degree,Financial Analyst,1.0,55000.0,Other,Finance,Bachelor's Degree
5279,29.0,Female,PhD,Data Scientist,5.0,100000.0,Hispanic,Technology,PhD
5280,33.0,Male,Bachelor's Degree,Project Manager,8.0,120000.0,African American,Product & Project Management,Bachelor's Degree
5281,27.0,Female,Bachelor's Degree,Graphic Designer,2.0,50000.0,Other,Other,Bachelor's Degree
5282,43.0,Male,Master's Degree,Senior Software Engineer,19.0,185000.0,Other,Technology,Master's Degree
5283,30.0,Female,Bachelor's Degree,Digital Marketing Specialist,4.0,65000.0,White,Technology,Bachelor's Degree
5284,34.0,Male,Bachelor's Degree,Marketing Manager,9.0,130000.0,Asian,Sales & Marketing,Bachelor's Degree
5285,25.0,Female,High School,Sales Associate,0.0,25000.0,African American,Sales & Marketing,High School
5286,31.0,Male,Master's Degree,Financial Analyst,6.0,100000.0,Asian,Finance,Master's Degree
5287,27.0,Female,Bachelor's Degree,Social Media Manager,3.0,55000.0,African American,Sales & Marketing,Bachelor's Degree
5288,33.0,Male,PhD,Research Scientist,10.0,150000.0,African American,Research & Strategy,PhD
5289,23.0,Female,High School,Receptionist,0.0,25000.0,Other,Administration,High School
5290,38.0,Male,Bachelor's Degree,Product Manager,13.0,160000.0,White,Product & Project Management,Bachelor's Degree
5291,39.0,Female,Master's Degree,Marketing Manager,14.0,170000.0,Asian,Sales & Marketing,Master's Degree
5292,26.0,Male,Bachelor's Degree,Junior Software Engineer,1.0,55000.0,Other,Technology,Bachelor's Degree
5293,30.0,Female,Bachelor's Degree,Marketing Coordinator,4.0,65000.0,African American,Sales & Marketing,Bachelor's Degree
5294,28.0,Male,Bachelor's Degree,Product Designer,3.0,60000.0,Other,Product & Project Management,Bachelor's Degree
5295,35.0,Female,PhD,Research Director,11.0,160000.0,African American,Research & Strategy,PhD
5296,27.0,Male,Bachelor's Degree,Marketing Analyst,2.0,50000.0,Asian,Sales & Marketing,Bachelor's Degree
5297,32.0,Female,Master's Degree,Financial Manager,8.0,120000.0,Other,Finance,Master's Degree
5298,26.0,Male,Bachelor's Degree,Junior Software Engineer,1.0,55000.0,White,Technology,Bachelor's Degree
5299,30.0,Female,Bachelor's Degree,Marketing Coordinator,4.0,65000.0,Asian,Sales & Marketing,Bachelor's Degree
5300,28.0,Male,Bachelor's Degree,Product Designer,3.0,60000.0,Asian,Product & Project Management,Bachelor's Degree
5301,35.0,Female,PhD,Research Director,11.0,160000.0,African American,Research & Strategy,PhD
5302,27.0,Male,Bachelor's Degree,Marketing Analyst,2.0,50000.0,Hispanic,Sales & Marketing,Bachelor's Degree
5303,32.0,Female,Master's Degree,Financial Manager,8.0,120000.0,Asian,Finance,Master's Degree
5304,28.0,Male,Bachelor's Degree,Software Engineer,3.0,85000.0,White,Technology,Bachelor's Degree
5305,36.0,Female,Master's Degree,Marketing Director,11.0,160000.0,White,Sales & Marketing,Master's Degree
5306,25.0,Male,Bachelor's Degree,Financial Analyst,1.0,55000.0,Other,Finance,Bachelor's Degree
5307,29.0,Female,PhD,Data Scientist,5.0,100000.0,Asian,Technology,PhD
5308,33.0,Male,Bachelor's Degree,Project Manager,8.0,120000.0,Other,Product & Project Management,Bachelor's Degree
5309,27.0,Female,Bachelor's Degree,Graphic Designer,2.0,50000.0,White,Other,Bachelor's Degree
5310,43.0,Male,Master's Degree,Senior Software Engineer,19.0,185000.0,Other,Technology,Master's Degree
5311,30.0,Female,Bachelor's Degree,Digital Marketing Specialist,4.0,65000.0,Asian,Technology,Bachelor's Degree
5312,34.0,Male,Bachelor's Degree,Marketing Manager,9.0,130000.0,Other,Sales & Marketing,Bachelor's Degree
5313,25.0,Female,High School,Sales Associate,0.0,25000.0,African American,Sales & Marketing,High School
5314,31.0,Male,Master's Degree,Financial Analyst,6.0,100000.0,Asian,Finance,Master's Degree
5315,27.0,Female,Bachelor's Degree,Social Media Manager,3.0,55000.0,Asian,Sales & Marketing,Bachelor's Degree
5316,33.0,Male,PhD,Research Scientist,10.0,150000.0,Asian,Research & Strategy,PhD
5317,23.0,Female,High School,Receptionist,0.0,25000.0,Other,Administration,High School
5318,38.0,Male,Bachelor's Degree,Product Manager,13.0,160000.0,White,Product & Project Management,Bachelor's Degree
5319,39.0,Female,Master's Degree,Marketing Manager,14.0,170000.0,Other,Sales & Marketing,Master's Degree
5320,26.0,Male,Bachelor's Degree,Junior Software Engineer,1.0,55000.0,White,Technology,Bachelor's Degree
5321,30.0,Female,Bachelor's Degree,Marketing Coordinator,4.0,65000.0,Other,Sales & Marketing,Bachelor's Degree
5322,28.0,Male,Bachelor's Degree,Product Designer,3.0,60000.0,Asian,Product & Project Management,Bachelor's Degree
5323,35.0,Female,PhD,Research Director,11.0,160000.0,Hispanic,Research & Strategy,PhD
5324,27.0,Male,Bachelor's Degree,Marketing Analyst,2.0,50000.0,Other,Sales & Marketing,Bachelor's Degree
5325,32.0,Female,Master's Degree,Financial Manager,8.0,120000.0,Asian,Finance,Master's Degree
5326,26.0,Male,Bachelor's Degree,Junior Software Engineer,1.0,55000.0,Asian,Technology,Bachelor's Degree
5327,30.0,Female,Bachelor's Degree,Marketing Coordinator,4.0,65000.0,White,Sales & Marketing,Bachelor's Degree
5328,28.0,Male,Bachelor's Degree,Product Designer,3.0,60000.0,Asian,Product & Project Management,Bachelor's Degree
5329,35.0,Female,PhD,Research Director,11.0,160000.0,Hispanic,Research & Strategy,PhD
5330,27.0,Male,Bachelor's Degree,Marketing Analyst,2.0,50000.0,African American,Sales & Marketing,Bachelor's Degree
5331,32.0,Female,Master's Degree,Financial Manager,8.0,120000.0,Asian,Finance,Master's Degree
5332,28.0,Male,Bachelor's Degree,Software Engineer,3.0,85000.0,African American,Technology,Bachelor's Degree
5333,36.0,Female,Master's Degree,Marketing Director,11.0,160000.0,Hispanic,Sales & Marketing,Master's Degree
5334,25.0,Male,Bachelor's Degree,Financial Analyst,1.0,55000.0,African American,Finance,Bachelor's Degree
5335,29.0,Female,PhD,Data Scientist,5.0,100000.0,Hispanic,Technology,PhD
5336,33.0,Male,Bachelor's Degree,Project Manager,8.0,120000.0,Hispanic,Product & Project Management,Bachelor's Degree
5337,27.0,Female,Bachelor's Degree,Graphic Designer,2.0,50000.0,Other,Other,Bachelor's Degree
5338,43.0,Male,Master's Degree,Senior Software Engineer,19.0,185000.0,Other,Technology,Master's Degree
5339,30.0,Female,Bachelor's Degree,Digital Marketing Specialist,4.0,65000.0,Other,Technology,Bachelor's Degree
5340,34.0,Male,Bachelor's Degree,Marketing Manager,9.0,130000.0,African American,Sales & Marketing,Bachelor's Degree
5341,25.0,Female,High School,Sales Associate,0.0,25000.0,Hispanic,Sales & Marketing,High School
5342,31.0,Male,Master's Degree,Financial Analyst,6.0,100000.0,Asian,Finance,Master's Degree
5343,27.0,Female,Bachelor's Degree,Social Media Manager,3.0,55000.0,Asian,Sales & Marketing,Bachelor's Degree
5344,33.0,Male,PhD,Research Scientist,10.0,150000.0,Hispanic,Research & Strategy,PhD
5345,23.0,Female,High School,Receptionist,0.0,25000.0,Other,Administration,High School
5346,38.0,Male,Bachelor's Degree,Product Manager,13.0,160000.0,Asian,Product & Project Management,Bachelor's Degree
5347,39.0,Female,Master's Degree,Marketing Manager,14.0,170000.0,White,Sales & Marketing,Master's Degree
5348,26.0,Male,Bachelor's Degree,Junior Software Engineer,1.0,55000.0,Hispanic,Technology,Bachelor's Degree
5349,30.0,Female,Bachelor's Degree,Marketing Coordinator,4.0,65000.0,Other,Sales & Marketing,Bachelor's Degree
5350,28.0,Male,Bachelor's Degree,Product Designer,3.0,60000.0,African American,Product & Project Management,Bachelor's Degree
5351,35.0,Female,PhD,Research Director,11.0,160000.0,Other,Research & Strategy,PhD
5352,27.0,Male,Bachelor's Degree,Marketing Analyst,2.0,50000.0,Other,Sales & Marketing,Bachelor's Degree
5353,32.0,Female,Master's Degree,Financial Manager,8.0,120000.0,African American,Finance,Master's Degree
5354,26.0,Male,Bachelor's Degree,Junior Software Engineer,1.0,55000.0,Other,Technology,Bachelor's Degree
5355,30.0,Female,Bachelor's Degree,Marketing Coordinator,4.0,65000.0,African American,Sales & Marketing,Bachelor's Degree
5356,28.0,Male,Bachelor's Degree,Product Designer,3.0,60000.0,African American,Product & Project Management,Bachelor's Degree
5357,35.0,Female,PhD,Research Director,11.0,160000.0,White,Research & Strategy,PhD
5358,27.0,Male,Bachelor's Degree,Marketing Analyst,2.0,50000.0,African American,Sales & Marketing,Bachelor's Degree
5359,32.0,Female,Master's Degree,Financial Manager,8.0,120000.0,White,Finance,Master's Degree
5360,28.0,Male,Bachelor's Degree,Software Engineer,3.0,85000.0,African American,Technology,Bachelor's Degree
5361,36.0,Female,Master's Degree,Marketing Director,11.0,160000.0,Asian,Sales & Marketing,Master's Degree
5362,25.0,Male,Bachelor's Degree,Financial Analyst,1.0,55000.0,Asian,Finance,Bachelor's Degree
5363,29.0,Female,PhD,Data Scientist,5.0,100000.0,Other,Technology,PhD
5364,33.0,Male,Bachelor's Degree,Project Manager,8.0,120000.0,Other,Product & Project Management,Bachelor's Degree
5365,27.0,Female,Bachelor's Degree,Graphic Designer,2.0,50000.0,Hispanic,Other,Bachelor's Degree
5366,43.0,Male,Master's Degree,Senior Software Engineer,19.0,185000.0,White,Technology,Master's Degree
5367,30.0,Female,Bachelor's Degree,Digital Marketing Specialist,4.0,65000.0,Hispanic,Technology,Bachelor's Degree
5368,34.0,Male,Bachelor's Degree,Marketing Manager,9.0,130000.0,Other,Sales & Marketing,Bachelor's Degree
5369,25.0,Female,High School,Sales Associate,0.0,25000.0,Asian,Sales & Marketing,High School
5370,31.0,Male,Master's Degree,Financial Analyst,6.0,100000.0,Hispanic,Finance,Master's Degree
5371,27.0,Female,Bachelor's Degree,Social Media Manager,3.0,55000.0,White,Sales & Marketing,Bachelor's Degree
5372,33.0,Male,PhD,Research Scientist,10.0,150000.0,Other,Research & Strategy,PhD
5373,27.0,Male,Bachelor's Degree,Software Engineer,3.0,85000.0,Asian,Technology,Bachelor's Degree
5374,35.0,Female,Master's Degree,Marketing Director,11.0,160000.0,Hispanic,Sales & Marketing,Master's Degree
5375,24.0,Male,Bachelor's Degree,Financial Analyst,1.0,55000.0,Other,Finance,Bachelor's Degree
5376,28.0,Female,PhD,Data Scientist,5.0,100000.0,Other,Technology,PhD
5377,32.0,Male,Bachelor's Degree,Project Manager,8.0,120000.0,Hispanic,Product & Project Management,Bachelor's Degree
5378,26.0,Female,Bachelor's Degree,Graphic Designer,2.0,50000.0,Other,Other,Bachelor's Degree
5379,41.0,Male,Master's Degree,Senior Software Engineer,19.0,185000.0,African American,Technology,Master's Degree
5380,29.0,Female,Bachelor's Degree,Digital Marketing Specialist,4.0,65000.0,Asian,Technology,Bachelor's Degree
5381,33.0,Male,Bachelor's Degree,Marketing Manager,9.0,130000.0,Hispanic,Sales & Marketing,Bachelor's Degree
5382,24.0,Female,High School,Sales Associate,0.0,25000.0,Other,Sales & Marketing,High School
5383,30.0,Male,Master's Degree,Financial Analyst,6.0,100000.0,Asian,Finance,Master's Degree
5384,26.0,Female,Bachelor's Degree,Social Media Manager,3.0,55000.0,Hispanic,Sales & Marketing,Bachelor's Degree
5385,32.0,Male,PhD,Research Scientist,10.0,150000.0,African American,Research & Strategy,PhD
5386,22.0,Female,High School,Receptionist,0.0,25000.0,Hispanic,Administration,High School
5387,37.0,Male,Bachelor's Degree,Product Manager,13.0,160000.0,Other,Product & Project Management,Bachelor's Degree
5388,38.0,Female,Master's Degree,Marketing Manager,14.0,170000.0,White,Sales & Marketing,Master's Degree
5389,27.0,Male,Bachelor's Degree,Junior Software Engineer,1.0,55000.0,African American,Technology,Bachelor's Degree
5390,31.0,Female,Bachelor's Degree,Marketing Coordinator,4.0,65000.0,African American,Sales & Marketing,Bachelor's Degree
5391,29.0,Male,Bachelor's Degree,Product Designer,3.0,60000.0,White,Product & Project Management,Bachelor's Degree
5392,34.0,Female,PhD,Research Director,11.0,160000.0,African American,Research & Strategy,PhD
5393,26.0,Male,Bachelor's Degree,Marketing Analyst,2.0,50000.0,White,Sales & Marketing,Bachelor's Degree
5394,31.0,Female,Master's Degree,Financial Manager,8.0,120000.0,White,Finance,Master's Degree
5395,27.0,Male,Bachelor's Degree,Junior Software Engineer,1.0,55000.0,Hispanic,Technology,Bachelor's Degree
5396,31.0,Female,Bachelor's Degree,Marketing Coordinator,4.0,65000.0,Other,Sales & Marketing,Bachelor's Degree
5397,29.0,Male,Bachelor's Degree,Product Designer,3.0,60000.0,Asian,Product & Project Management,Bachelor's Degree
5398,34.0,Female,PhD,Research Director,11.0,160000.0,White,Research & Strategy,PhD
5399,26.0,Male,Bachelor's Degree,Marketing Analyst,2.0,50000.0,Hispanic,Sales & Marketing,Bachelor's Degree
5400,31.0,Female,Master's Degree,Financial Manager,8.0,120000.0,Hispanic,Finance,Master's Degree
5401,27.0,Male,Bachelor's Degree,Software Engineer,3.0,85000.0,Asian,Technology,Bachelor's Degree
5402,35.0,Female,Master's Degree,Marketing Director,11.0,160000.0,African American,Sales & Marketing,Master's Degree
5403,24.0,Male,Bachelor's Degree,Financial Analyst,1.0,55000.0,Hispanic,Finance,Bachelor's Degree
5404,28.0,Female,PhD,Data Scientist,5.0,100000.0,African American,Technology,PhD
5405,32.0,Male,Bachelor's Degree,Project Manager,8.0,120000.0,Hispanic,Product & Project Management,Bachelor's Degree
5406,26.0,Female,Bachelor's Degree,Graphic Designer,2.0,50000.0,Other,Other,Bachelor's Degree
5407,41.0,Male,Master's Degree,Senior Software Engineer,19.0,185000.0,Hispanic,Technology,Master's Degree
5408,29.0,Female,Bachelor's Degree,Digital Marketing Specialist,4.0,65000.0,White,Technology,Bachelor's Degree
5409,33.0,Male,Bachelor's Degree,Marketing Manager,9.0,130000.0,Hispanic,Sales & Marketing,Bachelor's Degree
5410,24.0,Female,High School,Sales Associate,0.0,25000.0,Other,Sales & Marketing,High School
5411,30.0,Male,Master's Degree,Financial Analyst,6.0,100000.0,Asian,Finance,Master's Degree
5412,26.0,Female,Bachelor's Degree,Social Media Manager,3.0,55000.0,Other,Sales & Marketing,Bachelor's Degree
5413,32.0,Male,PhD,Research Scientist,10.0,150000.0,African American,Research & Strategy,PhD
5414,22.0,Female,High School,Receptionist,0.0,25000.0,White,Administration,High School
5415,37.0,Male,Bachelor's Degree,Product Manager,13.0,160000.0,Asian,Product & Project Management,Bachelor's Degree
5416,38.0,Female,Master's Degree,Marketing Manager,14.0,170000.0,Hispanic,Sales & Marketing,Master's Degree
5417,27.0,Male,Bachelor's Degree,Junior Software Engineer,1.0,55000.0,Asian,Technology,Bachelor's Degree
5418,31.0,Female,Bachelor's Degree,Marketing Coordinator,4.0,65000.0,White,Sales & Marketing,Bachelor's Degree
5419,29.0,Male,Bachelor's Degree,Product Designer,3.0,60000.0,African American,Product & Project Management,Bachelor's Degree
5420,34.0,Female,PhD,Research Director,11.0,160000.0,Asian,Research & Strategy,PhD
5421,26.0,Male,Bachelor's Degree,Marketing Analyst,2.0,50000.0,White,Sales & Marketing,Bachelor's Degree
5422,31.0,Female,Master's Degree,Financial Manager,8.0,120000.0,White,Finance,Master's Degree
5423,27.0,Male,Bachelor's Degree,Junior Software Engineer,1.0,55000.0,African American,Technology,Bachelor's Degree
5424,31.0,Female,Bachelor's Degree,Marketing Coordinator,4.0,65000.0,White,Sales & Marketing,Bachelor's Degree
5425,29.0,Male,Bachelor's Degree,Product Designer,3.0,60000.0,Asian,Product & Project Management,Bachelor's Degree
5426,34.0,Female,PhD,Research Director,11.0,160000.0,Asian,Research & Strategy,PhD
5427,26.0,Male,Bachelor's Degree,Marketing Analyst,2.0,50000.0,White,Sales & Marketing,Bachelor's Degree
5428,31.0,Female,Master's Degree,Financial Manager,8.0,120000.0,Hispanic,Finance,Master's Degree
5429,27.0,Male,Bachelor's Degree,Software Engineer,3.0,85000.0,African American,Technology,Bachelor's Degree
5430,35.0,Female,Master's Degree,Marketing Director,11.0,160000.0,African American,Sales & Marketing,Master's Degree
5431,24.0,Male,Bachelor's Degree,Financial Analyst,1.0,55000.0,Asian,Finance,Bachelor's Degree
5432,28.0,Female,PhD,Data Scientist,5.0,100000.0,Hispanic,Technology,PhD
5433,32.0,Male,Bachelor's Degree,Project Manager,8.0,120000.0,Hispanic,Product & Project Management,Bachelor's Degree
5434,26.0,Female,Bachelor's Degree,Graphic Designer,2.0,50000.0,Other,Other,Bachelor's Degree
5435,41.0,Male,Master's Degree,Senior Software Engineer,19.0,185000.0,Other,Technology,Master's Degree
5436,29.0,Female,Bachelor's Degree,Digital Marketing Specialist,4.0,65000.0,African American,Technology,Bachelor's Degree
5437,33.0,Male,Bachelor's Degree,Marketing Manager,9.0,130000.0,Hispanic,Sales & Marketing,Bachelor's Degree
5438,24.0,Female,High School,Sales Associate,0.0,25000.0,Hispanic,Sales & Marketing,High School
5439,30.0,Male,Master's Degree,Financial Analyst,6.0,100000.0,Asian,Finance,Master's Degree
5440,26.0,Female,Bachelor's Degree,Social Media Manager,3.0,55000.0,African American,Sales & Marketing,Bachelor's Degree
5441,32.0,Male,PhD,Research Scientist,10.0,150000.0,White,Research & Strategy,PhD
5442,22.0,Female,High School,Receptionist,0.0,25000.0,Other,Administration,High School
5443,37.0,Male,Bachelor's Degree,Product Manager,13.0,160000.0,White,Product & Project Management,Bachelor's Degree
5444,38.0,Female,Master's Degree,Marketing Manager,14.0,170000.0,African American,Sales & Marketing,Master's Degree
